id,count
704,95.0
705,102.0
714,206.0
717,108.0
718,17.0
720,103.0
721,324.0
723,241.0
726,212.0
728,141.0
730,56.0
731,34.0
734,278.0
737,95.0
738,35.0
745,310.0
746,17.0
749,266.0
752,17.0
753,217.0
758,130.0
765,15.0
766,287.0
768,94.0
769,278.0
774,173.0
775,87.0
781,17.0
784,200.0
794,11.0
795,332.0
796,94.0
802,134.0
803,212.0
805,20.0
806,239.0
807,118.0
809,12.0
810,85.0
812,212.0
814,87.0
818,200.0
819,115.0
825,17.0
836,49.0
839,115.0
847,278.0
848,212.0
851,113.0
852,115.0
853,37.0
857,150.0
858,20.0
859,205.0
861,20.0
867,104.0
870,186.0
871,218.0
872,118.0
874,219.0
881,284.0
886,150.0
890,94.0
895,284.0
899,128.0
900,331.0
901,244.0
902,284.0
903,49.0
913,194.0
918,122.0
923,124.0
924,50.0
926,27.0
927,27.0
930,335.0
934,20.0
937,102.0
939,109.0
941,103.0
942,324.0
946,267.0
950,87.0
953,137.0
959,39.0
961,12.0
962,103.0
964,15.0
969,5.0
971,221.0
976,49.0
978,130.0
980,219.0
981,173.0
990,277.0
993,22.0
996,11.0
998,398.0
999,123.0
1006,132.0
1008,15.0
1013,103.0
1015,95.0
1016,115.0
1022,304.0
1026,189.0
1028,200.0
1031,82.0
1034,17.0
1037,219.0
1040,94.0
1042,28.0
1046,11.0
1048,87.0
1049,132.0
1050,94.0
1051,115.0
1052,150.0
1055,33.0
1060,150.0
1064,35.0
1066,36.0
1071,132.0
1073,16.0
1089,132.0
1091,41.0
1092,100.0
1093,244.0
1096,227.0
1097,200.0
1098,20.0
1099,35.0
1102,115.0
1107,108.0
1109,31.0
1111,45.0
1112,181.0
1114,274.0
1116,267.0
1117,132.0
1118,78.0
1122,151.0
1124,132.0
1127,87.0
1133,127.0
1134,20.0
1135,102.0
1139,227.0
1143,94.0
1150,103.0
1151,92.0
1153,222.0
1155,22.0
1162,20.0
1163,232.0
1166,23.0
1171,78.0
1172,2.0
1173,241.0
1174,117.0
1177,107.0
1178,39.0
1184,61.0
1185,132.0
1186,55.0
1187,237.0
1188,219.0
1191,132.0
1207,83.0
1213,40.0
1215,90.0
1223,291.0
1227,150.0
1236,94.0
1237,94.0
1238,35.0
1241,17.0
1248,7.0
1250,31.0
1251,173.0
1253,87.0
1255,86.0
1257,127.0
1261,95.0
1262,398.0
1265,115.0
1273,122.0
1277,138.0
1278,110.0
1280,95.0
1284,218.0
1285,109.0
1288,19.0
1295,149.0
1297,293.0
1299,278.0
1304,138.0
1308,45.0
1310,87.0
1311,110.0
1314,28.0
1315,87.0
1318,22.0
1320,239.0
1321,267.0
1322,229.0
1330,86.0
1333,122.0
1334,138.0
1341,115.0
1344,102.0
1351,310.0
1354,38.0
1356,94.0
1363,149.0
1365,141.0
1369,85.0
1373,95.0
1375,149.0
1377,100.0
1379,221.0
1380,127.0
1381,99.0
1384,302.0
1390,143.0
1393,194.0
1395,94.0
1399,109.0
1400,137.0
1401,215.0
1404,123.0
1408,17.0
1409,23.0
1413,218.0
1416,200.0
1418,87.0
1423,106.0
1424,17.0
1425,29.0
1433,219.0
1434,150.0
1436,85.0
1442,219.0
1444,128.0
1445,102.0
1452,115.0
1455,122.0
1462,94.0
1467,37.0
1472,45.0
1475,38.0
1493,87.0
1501,232.0
1503,200.0
1504,187.0
1505,17.0
1511,91.0
1512,94.0
1513,11.0
1514,103.0
1528,296.0
1533,200.0
1534,7.0
1536,199.0
1537,117.0
1539,86.0
1550,141.0
1552,224.0
1554,219.0
1555,200.0
1556,165.0
1559,36.0
1563,219.0
1566,173.0
1567,86.0
1568,7.0
1571,222.0
1572,11.0
1574,94.0
1577,11.0
1583,38.0
1585,35.0
1586,141.0
1587,278.0
1596,173.0
1602,37.0
1604,117.0
1605,35.0
1610,200.0
1611,41.0
1616,36.0
1617,95.0
1618,16.0
1622,22.0
1623,22.0
1628,222.0
1631,13.0
1632,91.0
1633,109.0
1634,398.0
1636,85.0
1637,117.0
1643,38.0
1644,117.0
1646,103.0
1648,219.0
1651,20.0
1656,35.0
1658,117.0
1659,11.0
1665,241.0
1666,165.0
1670,34.0
1674,102.0
1679,148.0
1680,287.0
1683,317.0
1686,17.0
1691,95.0
1693,44.0
1696,31.0
1697,95.0
1703,37.0
1706,14.0
1709,173.0
1710,30.0
1712,284.0
1713,117.0
1718,127.0
1719,123.0
1722,150.0
1723,117.0
1724,244.0
1728,82.0
1730,103.0
1732,32.0
1737,20.0
1745,93.0
1747,21.0
1748,14.0
1755,41.0
1759,11.0
1761,200.0
1764,232.0
1765,221.0
1766,94.0
1768,94.0
1770,35.0
1771,214.0
1774,99.0
1785,91.0
1788,229.0
1792,21.0
1794,200.0
1797,115.0
1798,19.0
1799,431.0
1802,87.0
1806,22.0
1808,103.0
1810,278.0
1818,86.0
1819,239.0
1820,278.0
1822,267.0
1826,287.0
1827,213.0
1835,7.0
1841,107.0
1842,109.0
1843,35.0
1846,22.0
1849,222.0
1850,173.0
1851,224.0
1857,94.0
1858,138.0
1860,110.0
1861,239.0
1864,74.0
1869,253.0
1871,94.0
1872,37.0
1875,15.0
1878,304.0
1879,222.0
1885,94.0
1888,92.0
1889,24.0
1890,115.0
1896,102.0
1897,218.0
1898,110.0
1900,80.0
1905,34.0
1908,82.0
1909,97.0
1913,94.0
1918,97.0
1922,213.0
1923,129.0
1925,309.0
1926,109.0
1927,267.0
1930,213.0
1935,14.0
1939,92.0
1942,87.0
1943,58.0
1948,287.0
1949,227.0
1951,165.0
1953,97.0
1959,119.0
1963,21.0
1967,102.0
1973,138.0
1975,12.0
1976,90.0
1990,165.0
1993,97.0
1997,221.0
1999,129.0
2001,244.0
2004,93.0
2010,97.0
2013,91.0
2017,238.0
2021,60.0
2023,208.0
2026,150.0
2037,11.0
2039,215.0
2041,17.0
2046,34.0
2050,21.0
2060,310.0
2067,110.0
2069,115.0
2072,213.0
2074,218.0
2079,115.0
2083,21.0
2085,37.0
2087,23.0
2093,150.0
2094,35.0
2097,14.0
2103,103.0
2104,94.0
2107,199.0
2108,11.0
2110,111.0
2115,127.0
2117,103.0
2125,277.0
2127,213.0
2133,31.0
2134,431.0
2135,165.0
2141,213.0
2143,53.0
2145,95.0
2146,35.0
2147,200.0
2148,94.0
2149,94.0
2165,87.0
2166,213.0
2177,37.0
