id,count
720,82.47
721,268.41
723,244.81
726,189.91
728,141.17
730,211.16
731,28.04
734,335.97
737,71.66
738,17.79
745,173.47
746,28.2
749,221.68
752,26.48
753,172.77
758,244.35
765,15.88
766,219.82
768,87.66
769,190.22
774,135.23
775,107.75
781,62.57
784,326.0
794,18.51
795,281.42
796,85.42
802,149.65
803,229.43
805,35.64
806,282.15
807,102.11
809,17.35
810,157.02
812,190.27
814,112.35
818,239.09
819,137.48
825,80.58
836,116.18
839,117.18
847,256.27
848,176.59
851,125.18
852,134.66
853,30.46
857,141.24
858,41.12
859,222.89
861,20.81
867,99.48
870,210.58
871,207.12
872,225.04
874,357.6
881,205.77
886,136.52
890,70.61
895,164.06
899,87.84
900,277.26
901,257.59
902,248.77
903,40.33
913,263.82
918,213.33
923,106.85
924,36.81
926,26.1
927,19.05
930,216.32
934,35.68
937,122.44
939,158.07
941,87.46
942,370.34
946,275.95
950,98.23
953,85.59
959,99.34
961,27.48
962,97.95
964,82.81
969,186.34
971,151.71
976,41.47
978,255.84
980,243.72
981,156.87
990,363.51
993,19.07
996,21.01
998,321.45
999,182.36
1006,123.09
1008,15.16
1013,29.11
1015,96.93
1016,125.63
1022,303.77
1026,230.21
1028,240.13
1031,65.69
1034,61.69
1037,195.79
1040,67.85
1042,19.49
1046,19.0
1048,100.38
1049,107.41
1050,73.0
1051,208.17
1052,240.02
1055,194.01
1060,163.17
1064,27.46
1066,79.8
1071,101.71
1073,12.71
1089,215.01
1091,95.27
1092,75.86
1093,229.43
1096,317.5
1097,225.43
1098,18.51
1099,36.77
1102,174.06
1107,102.66
1109,41.78
1111,129.97
1112,118.52
1114,304.86
1116,290.47
1117,124.64
1118,75.66
1122,142.46
1124,164.9
1127,119.59
1133,222.54
1134,35.37
1135,130.53
1139,300.57
1143,62.49
1150,121.33
1151,114.29
1153,269.35
1155,26.93
1162,27.18
1163,205.22
1166,20.09
1171,85.9
1172,14.37
1173,267.27
1174,70.17
1177,117.15
1178,143.34
1184,181.27
1185,113.94
1186,114.67
1187,155.04
1188,277.65
1191,144.59
1207,126.9
1213,45.07
1215,136.19
1223,172.19
1227,118.67
1236,64.59
1237,66.34
1238,20.14
1241,29.86
1248,18.07
1250,39.79
1251,169.77
1253,114.15
1255,96.84
1257,178.16
1261,113.04
1262,333.94
1265,131.34
1273,179.83
1277,264.13
1278,121.42
1280,114.14
1284,235.51
1285,333.08
1288,32.18
1295,115.33
1297,362.85
1299,270.27
1304,146.75
1308,41.07
1310,94.85
1311,117.03
1314,93.76
1315,111.09
1318,31.66
1320,322.38
1321,292.72
1322,246.28
1330,118.49
1333,164.69
1334,243.83
1341,132.81
1344,139.16
1351,237.99
1354,104.43
1356,64.85
1363,122.45
1365,209.41
1369,129.85
1373,115.47
1375,116.14
1377,85.83
1379,121.58
1380,277.57
1381,101.89
1384,193.77
1390,196.64
1393,248.2
1395,64.21
1399,319.97
1400,87.95
1401,172.1
1404,175.46
1408,13.85
1409,28.41
1413,225.54
1416,280.99
1418,101.27
1423,102.26
1424,26.93
1425,15.95
1433,255.73
1434,144.65
1436,326.07
1442,250.0
1444,84.13
1445,110.74
1452,237.85
1455,172.94
1462,72.88
1467,82.49
1472,43.66
1475,194.33
1493,113.71
1501,228.04
1503,298.7
1504,215.42
1505,14.76
1511,229.49
1512,64.02
1513,88.37
1514,35.35
1528,252.49
1533,240.34
1534,28.46
1536,146.05
1537,76.39
1539,217.16
1550,223.8
1552,215.48
1554,197.63
1555,361.65
1556,99.13
1559,33.12
1563,253.76
1566,147.76
1567,138.39
1568,26.73
1571,228.84
1572,18.26
1574,62.74
1577,17.16
1583,75.36
1585,31.13
1586,204.38
1587,193.3
1596,152.05
1602,35.54
1604,85.02
1605,32.9
1610,301.05
1611,95.85
1616,32.01
1617,98.91
1618,15.89
1622,45.9
1623,34.59
1628,303.82
1631,16.32
1632,185.05
1633,236.98
1634,315.14
1636,223.2
1637,104.02
1643,133.3
1644,102.92
1646,93.66
1648,219.81
1651,33.46
1656,19.4
1658,148.93
1659,18.01
1665,178.48
1666,147.04
1670,40.55
1674,143.09
1679,197.08
1680,218.96
1683,331.05
1686,28.5
1691,96.61
1693,37.21
1696,39.84
1697,98.62
1703,99.63
1706,28.08
1709,183.33
1710,87.59
1712,207.77
1713,132.4
1718,340.57
1719,168.24
1722,278.87
1723,142.26
1724,276.88
1728,65.74
1730,30.89
1732,28.08
1737,38.55
1745,89.94
1747,14.49
1748,12.91
1755,107.36
1759,16.62
1761,272.45
1764,229.27
1765,149.0
1766,90.72
1768,105.9
1770,29.42
1771,142.67
1774,101.45
1785,133.57
1788,186.12
1792,14.39
1794,230.86
1797,120.92
1798,13.52
1799,282.75
1802,102.51
1806,35.26
1808,75.82
1810,259.61
1818,125.16
1819,371.43
1820,279.45
1822,226.1
1826,226.05
1827,180.16
1835,20.22
1841,115.79
1842,150.97
1843,17.68
1846,43.14
1849,90.45
1850,189.65
1851,191.43
1857,63.99
1858,190.78
1860,97.2
1861,248.07
1864,114.56
1869,322.55
1871,72.68
1872,32.72
1875,17.39
1878,232.61
1879,236.53
1885,92.18
1888,106.91
1889,29.54
1890,93.91
1896,142.23
1897,169.25
1898,121.8
1900,104.11
1905,39.74
1908,120.79
1909,102.89
1913,79.1
1918,109.03
1922,325.43
1923,131.92
1925,268.63
1926,149.11
1927,302.22
1930,199.05
1935,72.23
1939,117.49
1942,95.02
1943,120.55
1948,255.66
1949,265.19
1951,109.26
1953,118.43
1959,129.15
1963,18.12
1967,126.75
1973,266.67
1975,27.51
1976,89.57
1990,118.43
1993,116.99
1997,193.96
1999,124.85
2001,288.78
2004,89.72
2010,97.59
2013,137.78
2017,301.11
2021,117.44
2023,158.94
2026,136.56
2037,33.41
2039,198.26
2041,17.4
2046,29.8
2050,16.8
2060,237.83
2067,101.66
2069,164.26
2072,256.07
2074,145.14
2079,126.82
2083,26.86
2085,197.81
2087,15.68
2093,136.6
2094,30.54
2097,36.35
2103,91.72
2104,63.36
2107,170.0
2108,17.85
2110,88.62
2115,186.42
2117,30.51
2125,320.12
2127,278.47
2133,16.12
2134,369.81
2135,117.63
2141,270.16
2143,31.84
2145,85.1
2146,28.49
2147,273.96
2148,64.88
2149,79.91
2165,118.63
2166,157.39
2177,205.01
