id,count
1939,119.17
1942,95.25
1943,95.76
1948,225.01
1949,255.81
1951,108.96
1953,116.97
1959,125.64
1963,18.37
1967,129.39
1973,263.29
1975,27.11
1976,86.45
1990,112.2
1993,117.55
1997,197.52
1999,128.58
2001,302.91
2004,86.75
2010,105.52
2013,130.05
2017,294.94
2021,121.81
2023,158.76
2026,136.9
2037,32.57
2039,183.81
2041,17.59
2046,31.35
2050,18.27
2060,229.32
2067,103.73
2069,150.68
2072,263.17
2074,134.08
2079,114.53
2083,27.19
2085,177.48
2087,16.27
2093,131.58
2094,28.49
2097,35.41
2103,94.96
2104,63.52
2107,207.03
2108,18.04
2110,95.53
2115,172.72
2117,32.97
2125,310.18
2127,281.91
2133,15.72
2134,385.28
2135,112.17
2141,267.61
2143,33.72
2145,86.36
2146,29.0
2147,278.45
2148,65.53
2149,75.33
2165,117.84
2166,153.97
2177,209.39
